9.00E-09,0.9
1.90E-08,1.275
2.90E-08,1.338
3.90E-08,1.213
4.90E-08,9.00E-01
5.90E-08,5.88E-01
6.90E-08,4.00E-01
7.90E-08,4.00E-01
8.90E-08,6.50E-01
9.90E-08,9.63E-01
1.09E-07,1.275
1.19E-07,1.338
1.29E-07,1.213
1.39E-07,9.63E-01
1.49E-07,5.88E-01
1.59E-07,4.00E-01
1.69E-07,4.00E-01
1.79E-07,5.88E-01
1.89E-07,9.63E-01
1.99E-07,1.213
2.09E-07,1.338
2.19E-07,1.275
2.29E-07,9.63E-01
2.39E-07,6.50E-01
2.49E-07,4.00E-01
2.59E-07,4.00E-01
2.69E-07,5.88E-01
2.79E-07,9.00E-01
2.89E-07,1.213
2.99E-07,1.338
3.09E-07,1.275
3.19E-07,1.025
3.29E-07,7.13E-01
3.39E-07,4.63E-01
3.49E-07,4.00E-01
3.59E-07,5.25E-01
3.69E-07,8.38E-01
3.79E-07,1.15
3.89E-07,1.338
3.99E-07,1.338
4.09E-07,1.088
4.19E-07,7.75E-01
4.29E-07,4.63E-01
4.39E-07,4.00E-01
4.49E-07,5.25E-01
4.59E-07,7.75E-01
4.69E-07,1.15
4.79E-07,1.338
4.89E-07,1.338
4.99E-07,1.15
5.09E-07,7.75E-01
5.19E-07,5.25E-01
5.29E-07,4.00E-01
5.39E-07,4.63E-01
5.49E-07,7.75E-01
5.59E-07,1.088
5.69E-07,1.338
5.79E-07,1.338
5.89E-07,1.15
5.99E-07,8.38E-01
6.09E-07,5.25E-01
6.19E-07,4.00E-01
6.29E-07,4.63E-01
6.39E-07,7.13E-01
